file,key,legacySection,legacyComment,rect,textKey,visibleText,textLegacyId,textLegacySymbol,textAlign,textAnchor,hasTextRect,font,fontStyle,fontSize,needsReview
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.obj,PauseButton0,obj,"504,116,128,22",legacy.mc2res.43000,OBJECTIVES,43000,IDS_OBJECTIVES,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.inmissionsave,PauseButton1,inmissionsave,"504,143,128,22",legacy.mc2res.43001,QUICK SAVE,43001,IDS_INMISSION,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.inmissionload,PauseButton2,inmissionload,"504,170,128,22",legacy.mc2res.43002,QUICK LOAD,43002,IDS_INMISSIONLOAD,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.options,PauseButton3,options,"504,197,128,22",legacy.mc2res.43003,OPTIONS,43003,IDS_OPTIONS,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.restart_mission,PauseButton4,restart mission,"504,224,128,22",legacy.mc2res.43004,ABORT MISSION,43004,IDS_RESTART,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.exit,PauseButton5,exit,"504,251,128,22",legacy.mc2res.43005,EXIT GAME,43005,IDS_EXIT,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.return_to_game,PauseButton6,return to game,"504,278,128,22",legacy.mc2res.43006,RETURN TO GAME,43006,IDS_RETURN_TOGAME,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.default_attack,Button0,default attack,"691,465,50,31",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.short_range_attack,Button1,short range attack,"743,465,50,31",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.medium_attack,Button2,medium attack,"691,498,50,31",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.l_attack,Button3,l attack,"743,498,50,31",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.jump,Button4,jump,"743,471,50,45",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.run,Button5,run,"691,471,50,45",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.guard,Button6,guard,"691,519,50,45",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.fire_from_current_pos,Button7,fire from current pos,"691,567,32,28",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.stop,Button8,stop,"743,519,50,45",,,,,center,center,false,Agency Regular,Regular,14,false
